CustomerName,CustomerID,Segment,City,State,Region,Country,PostalCode,OrderID,OrderDate,ShipDate,ShipMode,Sales,Discount,Profit,Quantity,ProductName,Category,SubCategory
Sue Ann Reed,SA-20830,Consumer,Redmond,Oregon,West,United States,97756,CA-2016-167507,2016-12-22,2016-12-28,Standard Class,"22,784","0,2","4,8416",1,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings
Cathy Hwang,CH-12070,Home Office,Raleigh,North Carolina,South,United States,27604,CA-2016-109344,2016-02-08,2016-02-11,Second Class,"1127,976","0,2","126,8973",3,Samsung Galaxy S4 Mini,Technology,Phones
Neil Ducich,ND-18460,Corporate,Macon,Georgia,South,United States,31204,US-2015-140851,2015-07-13,2015-07-15,Second Class,"38,88","0,0","18,6624",6,Xerox 1931,Office Supplies,Paper
Bruce Stewart,BS-11755,Consumer,Cleveland,Ohio,East,United States,44105,CA-2014-103373,2014-05-18,2014-05-24,Standard Class,"779,796","0,4","-168,9558",2,Apple iPhone 5,Technology,Phones
Sara Luxemburg,SL-20155,Home Office,Muskogee,Oklahoma,Central,United States,74403,CA-2017-145884,2017-10-21,2017-10-21,Same Day,"1439,92","0,0","374,3792",8,Polycom VVX 310 VoIP phone,Technology,Phones
Sara Luxemburg,SL-20155,Home Office,Muskogee,Oklahoma,Central,United States,74403,CA-2017-145884,2017-10-21,2017-10-21,Same Day,"262,11","0,0","62,9064",1,Bevis Boat-Shaped Conference Table,Furniture,Tables
George Bell,GB-14530,Corporate,Monroe,North Carolina,South,United States,28110,CA-2015-131422,2015-11-05,2015-11-09,Standard Class,"207,0","0,2","25,875",3,Harbour Creations Steel Folding Chair,Furniture,Chairs
Aaron Smayling,AS-10045,Corporate,Austin,Texas,Central,United States,78745,CA-2017-162691,2017-08-01,2017-08-07,Standard Class,"1439,982","0,4","-263,9967",3,Bady BDG101FRU Card Printer,Technology,Machines
Aaron Smayling,AS-10045,Corporate,Austin,Texas,Central,United States,78745,CA-2017-162691,2017-08-01,2017-08-07,Standard Class,"36,288","0,2","12,7008",7,Xerox 1998,Office Supplies,Paper
Raymond Messe,RM-19375,Consumer,Meriden,Connecticut,East,United States,6450,CA-2014-141278,2014-06-21,2014-06-24,First Class,"21,4","0,0","6,206",5,Newell 341,Office Supplies,Art
Nicole Hansen,NH-18610,Corporate,Roswell,Georgia,South,United States,30076,CA-2017-122693,2017-02-19,2017-02-21,Second Class,"1245,86","0,0","361,2994",7,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances
Barbara Fisher,BF-10975,Corporate,Charlotte,North Carolina,South,United States,28205,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,"17,544","0,2","5,9211",3,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels
Barbara Fisher,BF-10975,Corporate,Charlotte,North Carolina,South,United States,28205,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,"44,128","0,2","12,1352",4,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings
Barbara Fisher,BF-10975,Corporate,Charlotte,North Carolina,South,United States,28205,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,"62,92","0,2","10,2245",1,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances
Barbara Fisher,BF-10975,Corporate,Charlotte,North Carolina,South,United States,28205,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,"78,304","0,2","29,364",2,Xerox 1916,Office Supplies,Paper
Katharine Harms,KH-16330,Corporate,Bowling Green,Kentucky,South,United States,42104,CA-2016-157763,2016-07-18,2016-07-23,Standard Class,"140,81","0,0","39,4268",1,Hon Olson Stacker Stools,Furniture,Chairs
Frank Atkinson,FA-14230,Corporate,San Antonio,Texas,Central,United States,78207,CA-2015-135391,2015-02-09,2015-02-11,Second Class,"40,096","0,2","13,5324",4,Round Specialty Laser Printer Labels,Office Supplies,Labels
Frank Atkinson,FA-14230,Corporate,San Antonio,Texas,Central,United States,78207,CA-2015-135391,2015-02-09,2015-02-11,Second Class,"40,784","0,6","-30,588",2,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings
Giulietta Weimer,GW-14605,Consumer,Seattle,Washington,West,United States,98115,US-2017-113852,2017-07-29,2017-08-02,Standard Class,"90,57","0,0","11,7741",3,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories
Dianna Arnett,DA-13450,Home Office,Washington,District of Columbia,East,United States,20016,US-2017-158512,2017-01-12,2017-01-17,Second Class,"40,08","0,0","19,2384",6,Xerox 195,Office Supplies,Paper
Dianna Arnett,DA-13450,Home Office,Washington,District of Columbia,East,United States,20016,US-2017-158512,2017-01-12,2017-01-17,Second Class,"37,68","0,0","15,8256",2,Flat Face Poster Frame,Furniture,Furnishings
Frank Hawley,FH-14275,Corporate,Los Angeles,California,West,United States,90004,CA-2017-128370,2017-09-10,2017-09-10,Same Day,"362,352","0,2","27,1764",3,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs
Frank Hawley,FH-14275,Corporate,Los Angeles,California,West,United States,90004,CA-2017-128370,2017-09-10,2017-09-10,Same Day,"7,184","0,2","2,245",2,Avery Non-Stick Binders,Office Supplies,Binders
Ralph Kennedy,RK-19300,Consumer,South Bend,Indiana,Central,United States,46614,CA-2015-160472,2015-07-20,2015-07-25,Second Class,"34,76","0,0","9,7328",1,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage
Ralph Kennedy,RK-19300,Consumer,South Bend,Indiana,Central,United States,46614,CA-2015-160472,2015-07-20,2015-07-25,Second Class,"831,2","0,0","124,68",5,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories
Ralph Kennedy,RK-19300,Consumer,South Bend,Indiana,Central,United States,46614,CA-2015-160472,2015-07-20,2015-07-25,Second Class,"26,4","0,0","11,88",5,Xerox 1981,Office Supplies,Paper
Ralph Kennedy,RK-19300,Consumer,South Bend,Indiana,Central,United States,46614,CA-2015-160472,2015-07-20,2015-07-25,Second Class,"106,75","0,0","49,105",7,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes
Ralph Kennedy,RK-19300,Consumer,South Bend,Indiana,Central,United States,46614,CA-2015-160472,2015-07-20,2015-07-25,Second Class,"97,82","0,0","45,9754",2,Tops White Computer Printout Paper,Office Supplies,Paper
Ralph Kennedy,RK-19300,Consumer,South Bend,Indiana,Central,United States,46614,CA-2015-160472,2015-07-20,2015-07-25,Second Class,"141,4","0,0","38,178",5,Eldon Portable Mobile Manager,Office Supplies,Storage
Filia McAdams,FM-14215,Corporate,Los Angeles,California,West,United States,90032,CA-2014-114643,2014-06-13,2014-06-17,Standard Class,"14,52","0,0","4,7916",3,Staples in misc. colors,Office Supplies,Art
Alyssa Crouse,AC-10420,Corporate,Houston,Texas,Central,United States,77041,US-2017-158218,2017-05-12,2017-05-15,Second Class,"127,92","0,2","-15,99",5,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage
Alyssa Crouse,AC-10420,Corporate,Houston,Texas,Central,United States,77041,US-2017-158218,2017-05-12,2017-05-15,Second Class,"34,24","0,8","-53,072",4,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders
Jennifer Braxton,JB-15400,Corporate,Bristol,Connecticut,East,United States,6010,CA-2015-121608,2015-09-03,2015-09-05,First Class,"137,62","0,0","60,5528",2,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances
Jennifer Braxton,JB-15400,Corporate,Bristol,Connecticut,East,United States,6010,CA-2015-121608,2015-09-03,2015-09-05,First Class,"100,49","0,0","25,1225",1,Classic Ivory Antique Telephone ZL1810,Technology,Phones
Gary McGarr,GM-14440,Consumer,New York City,New York,East,United States,10009,US-2017-121251,2017-03-26,2017-03-27,First Class,"257,568","0,2","-28,9764",2,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases
Gary McGarr,GM-14440,Consumer,New York City,New York,East,United States,10009,US-2017-121251,2017-03-26,2017-03-27,First Class,"119,96","0,0","33,5888",4,Nokia Lumia 521 (T-Mobile),Technology,Phones
Roy Französisch,RF-19840,Consumer,San Antonio,Texas,Central,United States,78207,CA-2014-151078,2014-11-12,2014-11-12,Same Day,"49,632","0,2","4,9632",4,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage
Noah Childs,NC-18625,Corporate,Aurora,Colorado,West,United States,80013,US-2016-100839,2016-10-13,2016-10-17,Standard Class,"727,45","0,5","-465,568",5,Hon 5100 Series Wood Tables,Furniture,Tables
Noah Childs,NC-18625,Corporate,Aurora,Colorado,West,United States,80013,US-2016-100839,2016-10-13,2016-10-17,Standard Class,"24,96","0,2","4,368",3,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings
Nat Gilpin,NG-18355,Corporate,Newark,Ohio,East,United States,43055,US-2017-116659,2017-11-12,2017-11-12,Same Day,"370,782","0,4","-92,6955",3,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones
Adam Hart,AH-10075,Corporate,Henderson,Nevada,West,United States,89015,CA-2017-118857,2017-04-15,2017-04-18,First Class,"196,45","0,0","70,722",5,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings
Cathy Hwang,CH-12070,Home Office,Philadelphia,Pennsylvania,East,United States,19143,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,"31,104","0,2","10,8864",6,Xerox 211,Office Supplies,Paper
Cathy Hwang,CH-12070,Home Office,Philadelphia,Pennsylvania,East,United States,19143,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,"78,256","0,2","-17,6076",2,Tennsco Industrial Shelving,Office Supplies,Storage
Charles Crestani,CC-12145,Consumer,Seattle,Washington,West,United States,98103,CA-2016-148201,2016-08-26,2016-08-29,Second Class,"6,48","0,0","3,1104",1,Xerox 1931,Office Supplies,Paper
Michelle Ellison,ME-18010,Corporate,San Francisco,California,West,United States,94122,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,"99,2","0,0","25,792",5,Newell 334,Office Supplies,Art
Michelle Ellison,ME-18010,Corporate,San Francisco,California,West,United States,94122,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,"801,568","0,2","50,098",2,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs
Michelle Ellison,ME-18010,Corporate,San Francisco,California,West,United States,94122,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,"272,848","0,2","27,2848",1,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables
Benjamin Patterson,BP-11230,Consumer,Spokane,Washington,West,United States,99207,CA-2017-142888,2017-11-21,2017-11-25,Standard Class,"70,98","0,0","20,5842",1,Safco Drafting Table,Furniture,Tables
Mark Packer,MP-17470,Home Office,Columbus,Ohio,East,United States,43229,CA-2014-147914,2014-06-04,2014-06-09,Standard Class,"16,224","0,2","5,8812",2,Easy-staple paper,Office Supplies,Paper
Caroline Jumper,CJ-12010,Consumer,Long Beach,New York,East,United States,11561,US-2016-112977,2016-03-10,2016-03-16,Standard Class,"176,784","0,2","-22,098",1,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases
John Castell,JC-15775,Consumer,San Antonio,Texas,Central,United States,78207,CA-2017-112039,2017-03-25,2017-03-29,Standard Class,"470,376","0,2","47,0376",3,Panasonic KX-TG9471B,Technology,Phones
James Galang,JG-15160,Consumer,Los Angeles,California,West,United States,90049,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,"393,568","0,2","-44,2764",4,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs
James Galang,JG-15160,Consumer,Los Angeles,California,West,United States,90049,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,"302,376","0,2","22,6782",3,Adtran 1202752G1,Technology,Phones
Cyma Kinney,CK-12760,Corporate,Jacksonville,Florida,South,United States,32216,US-2017-166611,2017-03-28,2017-04-02,Standard Class,"68,742","0,7","-48,1194",9,Canvas Sectional Post Binders,Office Supplies,Binders
Luke Foster,LF-17185,Consumer,New York City,New York,East,United States,10011,CA-2015-109512,2015-03-05,2015-03-05,Same Day,"29,34","0,0","14,67",3,Staple envelope,Office Supplies,Envelopes
Luke Foster,LF-17185,Consumer,New York City,New York,East,United States,10011,CA-2015-109512,2015-03-05,2015-03-05,Same Day,"383,607","0,1","63,9345",7,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs
Luke Foster,LF-17185,Consumer,New York City,New York,East,United States,10011,CA-2015-109512,2015-03-05,2015-03-05,Same Day,"563,4","0,0","67,608",4,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage
Chuck Clark,CC-12430,Home Office,Philadelphia,Pennsylvania,East,United States,19143,CA-2016-118570,2016-11-13,2016-11-17,Standard Class,"217,056","0,2","78,6828",7,White Computer Printout Paper by Universal,Office Supplies,Paper
Dan Lawera,DL-12865,Consumer,Keller,Texas,Central,United States,76248,CA-2017-154718,2017-01-19,2017-01-23,Second Class,"6,0","0,2","2,1",2,Avery 510,Office Supplies,Labels
Paul Gonzalez,PG-18895,Consumer,San Francisco,California,West,United States,94122,CA-2016-147578,2016-04-22,2016-04-26,Second Class,"31,56","0,0","10,4148",3,Ultra Door Pull Handle,Furniture,Furnishings
Erica Hernandez,EH-14005,Home Office,Hialeah,Florida,South,United States,33012,CA-2014-140165,2014-05-13,2014-05-15,First Class,"7,104","0,2","2,3976",2,Staples,Office Supplies,Fasteners
Erica Hernandez,EH-14005,Home Office,Hialeah,Florida,South,United States,33012,CA-2014-140165,2014-05-13,2014-05-15,First Class,"398,352","0,7","-331,96",8,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders
Tracy Blumstein,TB-21520,Consumer,Fairfield,Ohio,East,United States,45014,CA-2014-142587,2014-10-21,2014-10-22,First Class,"121,792","0,2","13,7016",4,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances
Tracy Blumstein,TB-21520,Consumer,Fairfield,Ohio,East,United States,45014,CA-2014-142587,2014-10-21,2014-10-22,First Class,"409,59","0,4","-122,877",3,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables
Dean Katz,DK-13225,Corporate,Huntington Beach,California,West,United States,92646,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,"10,56","0,0","4,752",2,Xerox 1972,Office Supplies,Paper
Dean Katz,DK-13225,Corporate,Huntington Beach,California,West,United States,92646,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,"3,38","0,0","1,2506",1,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art
Jeremy Pistek,JP-15520,Consumer,Port Orange,Florida,South,United States,32127,CA-2017-145310,2017-12-22,2017-12-24,Second Class,"7,824","0,2","2,934",1,Staple envelope,Office Supplies,Envelopes
Carol Darley,CD-11980,Consumer,Medford,Oregon,West,United States,97504,CA-2016-100083,2016-11-24,2016-11-29,Standard Class,"24,784","0,2","7,745",1,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper
Adam Shillingsburg,AS-10090,Consumer,Charlottesville,Virginia,South,United States,22901,US-2017-108063,2017-12-02,2017-12-05,First Class,"34,65","0,0","10,395",3,Newell 309,Office Supplies,Art
Jas O'Carroll,JO-15280,Consumer,Missoula,Montana,West,United States,59801,CA-2015-109197,2015-12-31,2016-01-04,Standard Class,"487,984","0,2","152,495",2,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders
Amy Cox,AC-10450,Consumer,Minneapolis,Minnesota,Central,United States,55407,CA-2017-141789,2017-10-03,2017-10-06,First Class,"1793,98","0,0","843,1706",2,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders
Ryan Akin,RA-19945,Consumer,Miami,Florida,South,United States,33178,CA-2014-169775,2014-08-29,2014-09-02,Second Class,"29,808","0,2","10,8054",2,Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes
Ryan Akin,RA-19945,Consumer,Miami,Florida,South,United States,33178,CA-2014-169775,2014-08-29,2014-09-02,Second Class,"505,176","0,7","-336,784",4,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders
Ryan Akin,RA-19945,Consumer,Miami,Florida,South,United States,33178,CA-2014-169775,2014-08-29,2014-09-02,Second Class,"174,0585","0,45","-110,7645",3,Balt Solid Wood Rectangular Table,Furniture,Tables
Corey-Lock,Co-12640,Consumer,Florence,South Carolina,South,United States,29501,CA-2016-140543,2016-06-29,2016-07-03,Second Class,"191,88","0,0","19,188",6,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage
Dianna Wilson,DW-13480,Home Office,Detroit,Michigan,Central,United States,48205,CA-2016-151141,2016-08-20,2016-08-23,First Class,"14,78","0,0","3,9906",2,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones
Damala Kotsonis,DK-12835,Corporate,Springfield,Oregon,West,United States,97477,CA-2017-167094,2017-10-21,2017-10-22,First Class,"5,184","0,2","1,8144",1,Xerox 218,Office Supplies,Paper
Damala Kotsonis,DK-12835,Corporate,Springfield,Oregon,West,United States,97477,CA-2017-167094,2017-10-21,2017-10-22,First Class,"478,48","0,2","47,848",2,Global Comet Stacking Armless Chair,Furniture,Chairs
Damala Kotsonis,DK-12835,Corporate,Springfield,Oregon,West,United States,97477,CA-2017-167094,2017-10-21,2017-10-22,First Class,"28,4","0,2","6,745",2,Memorex Froggy Flash Drive 8 GB,Technology,Accessories
Michael Dominguez,MD-17860,Corporate,Indianapolis,Indiana,Central,United States,46203,CA-2017-154410,2017-10-21,2017-10-24,First Class,"909,12","0,0","9,0912",8,SAFCO Boltless Steel Shelving,Office Supplies,Storage
Roy Phan,RP-19855,Corporate,Apopka,Florida,South,United States,32712,US-2016-150567,2016-05-17,2016-05-21,Standard Class,"2,952","0,7","-2,1648",2,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders
Roy Phan,RP-19855,Corporate,Apopka,Florida,South,United States,32712,US-2016-150567,2016-05-17,2016-05-21,Standard Class,"27,018","0,7","-21,6144",6,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders
Rick Wilson,RW-19540,Corporate,Los Angeles,California,West,United States,90008,CA-2015-157959,2015-02-03,2015-02-04,First Class,"136,92","0,0","41,076",4,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings
Duane Benoit,DB-13660,Consumer,Oceanside,New York,East,United States,11572,CA-2017-105886,2017-12-18,2017-12-23,Standard Class,"18,96","0,0","8,532",2,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings
Stewart Carmichael,SC-20770,Corporate,Los Angeles,California,West,United States,90008,CA-2016-105963,2016-11-15,2016-11-22,Standard Class,"99,39","0,0","40,7499",3,Logitech P710e Mobile Speakerphone,Technology,Accessories
Frank Hawley,FH-14275,Corporate,Houston,Texas,Central,United States,77041,CA-2017-121503,2017-07-03,2017-07-06,Second Class,"273,896","0,2","92,4399",7,Xerox 1891,Office Supplies,Paper
Frank Hawley,FH-14275,Corporate,Houston,Texas,Central,United States,77041,CA-2017-121503,2017-07-03,2017-07-06,Second Class,"597,132","0,4","49,761",3,Hewlett-Packard Deskjet 5550 Printer,Technology,Machines
Erica Hackney,EH-13990,Consumer,Roswell,Georgia,South,United States,30076,CA-2014-103366,2014-01-15,2014-01-17,First Class,"149,95","0,0","65,978",5,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories
Ann Steele,AS-10630,Home Office,Boynton Beach,Florida,South,United States,33437,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,"4,608","0,2","1,6704",2,Avery 474,Office Supplies,Labels
Ann Steele,AS-10630,Home Office,Boynton Beach,Florida,South,United States,33437,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,"15,528","0,2","4,8525",3,Staples in misc. colors,Office Supplies,Art
Ann Steele,AS-10630,Home Office,Boynton Beach,Florida,South,United States,33437,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,"11,952","0,2","3,8844",3,Avery 499,Office Supplies,Labels
Helen Abelman,HA-14905,Consumer,Franklin,Massachusetts,East,United States,2038,CA-2015-105634,2015-11-08,2015-11-14,Standard Class,"11,65","0,0","3,3785",5,American Pencil,Office Supplies,Art
Cathy Hwang,CH-12070,Home Office,Detroit,Michigan,Central,United States,48227,CA-2015-123673,2015-10-30,2015-11-01,Second Class,"299,9","0,0","74,975",2,Panasonic KX T7736-B Digital phone,Technology,Phones
Edward Hooks,EH-13765,Corporate,Watertown,New York,East,United States,13601,US-2017-111423,2017-08-17,2017-08-19,First Class,"895,92","0,2","302,373",5,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders
Edward Hooks,EH-13765,Corporate,Watertown,New York,East,United States,13601,US-2017-111423,2017-08-17,2017-08-19,First Class,"462,564","0,1","97,6524",2,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs
Mary Zewe,MZ-17515,Corporate,Reading,Pennsylvania,East,United States,19601,CA-2015-125178,2015-10-03,2015-10-09,Standard Class,"15,008","0,2","1,5008",2,Staple magnet,Office Supplies,Storage
Scot Coram,SC-20230,Corporate,Arlington,Texas,Central,United States,76017,CA-2016-156685,2016-07-08,2016-07-10,Second Class,"863,64","0,2","107,955",9,Cisco SPA 502G IP Phone,Technology,Phones
Scot Coram,SC-20230,Corporate,Arlington,Texas,Central,United States,76017,CA-2016-156685,2016-07-08,2016-07-10,Second Class,"47,616","0,2","3,5712",3,Newell 345,Office Supplies,Art
Naresj Patel,NP-18325,Consumer,San Diego,California,West,United States,92024,CA-2017-126865,2017-12-05,2017-12-07,Second Class,"92,94","0,0","41,823",3,Xerox 1960,Office Supplies,Paper
Lindsay Williams,LW-16990,Corporate,San Francisco,California,West,United States,94110,CA-2017-102834,2017-03-09,2017-03-13,Standard Class,"199,98","0,0","69,993",2,Logitech Wireless Headset h800,Technology,Accessories
Greg Matthias,GM-14680,Consumer,Los Angeles,California,West,United States,90045,US-2016-139710,2016-06-09,2016-06-15,Standard Class,"177,48","0,2","19,9665",3,Avaya 4621SW VoIP phone,Technology,Phones
Rick Hansen,RH-19495,Consumer,Denver,Colorado,West,United States,80219,CA-2017-121538,2017-11-28,2017-12-01,First Class,"88,768","0,2","31,0688",2,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper
Valerie Mitchum,VM-21685,Home Office,Seattle,Washington,West,United States,98105,US-2017-101539,2017-03-16,2017-03-18,Second Class,"6,48","0,0","3,1104",1,Xerox 214,Office Supplies,Paper
Valerie Mitchum,VM-21685,Home Office,Seattle,Washington,West,United States,98105,US-2017-101539,2017-03-16,2017-03-18,Second Class,"46,51","0,0","1,8604",1,Safco Commercial Shelving,Office Supplies,Storage
Valerie Mitchum,VM-21685,Home Office,Seattle,Washington,West,United States,98105,US-2017-101539,2017-03-16,2017-03-18,Second Class,"659,976","0,2","49,4982",3,Mitel MiVoice 5330e IP Phone,Technology,Phones
Craig Carreira,CC-12670,Consumer,Scottsdale,Arizona,West,United States,85254,CA-2016-152121,2016-11-27,2016-11-29,Second Class,"271,992","0,2","23,7993",1,Motorola Moto X,Technology,Phones
Seth Vernon,SV-20365,Consumer,Lafayette,Louisiana,South,United States,70506,CA-2017-161200,2017-08-06,2017-08-10,Second Class,"145,74","0,0","23,3184",3,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases
Seth Vernon,SV-20365,Consumer,Lafayette,Louisiana,South,United States,70506,CA-2017-161200,2017-08-06,2017-08-10,Second Class,"15,4","0,0","7,392",5,Longer-Life Soft White Bulbs,Furniture,Furnishings
Lindsay Williams,LW-16990,Corporate,San Francisco,California,West,United States,94109,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,"244,55","0,0","114,9385",5,Tops White Computer Printout Paper,Office Supplies,Paper
Lindsay Williams,LW-16990,Corporate,San Francisco,California,West,United States,94109,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,"166,16","0,0","59,8176",8,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,Accessories
Nora Pelletier,NP-18685,Home Office,San Francisco,California,West,United States,94109,CA-2015-141768,2015-05-25,2015-05-27,Second Class,"14,73","0,0","4,8609",3,Ultra Door Push Plate,Furniture,Furnishings
Joe Elijah,JE-15715,Consumer,Broomfield,Colorado,West,United States,80020,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,"19,968","0,7","-13,312",2,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders
Joe Elijah,JE-15715,Consumer,Broomfield,Colorado,West,United States,80020,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,"33,488","0,2","-1,2558",7,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage
Joe Elijah,JE-15715,Consumer,Broomfield,Colorado,West,United States,80020,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,"8,736","0,7","-6,1152",4,Wilson Jones Active Use Binders,Office Supplies,Binders
Joe Elijah,JE-15715,Consumer,Broomfield,Colorado,West,United States,80020,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,"662,88","0,2","74,574",3,SAFCO Arco Folding Chair,Furniture,Chairs
Cathy Prescott,CP-12085,Corporate,Quincy,Illinois,Central,United States,62301,CA-2017-144064,2017-08-29,2017-09-01,First Class,"47,36","0,2","17,76",4,Avery 505,Office Supplies,Labels
Cathy Prescott,CP-12085,Corporate,Quincy,Illinois,Central,United States,62301,CA-2017-144064,2017-08-29,2017-09-01,First Class,"27,44","0,2","2,401",2,Advantus Rolling Storage Box,Office Supplies,Storage
Cathy Prescott,CP-12085,Corporate,Quincy,Illinois,Central,United States,62301,CA-2017-144064,2017-08-29,2017-09-01,First Class,"3,24","0,8","-5,184",9,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders
Erin Ashbrook,EA-14035,Corporate,Carrollton,Texas,Central,United States,75007,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,"95,968","0,2","26,3912",4,Logitech Trackman Marble Mouse,Technology,Accessories
Erin Ashbrook,EA-14035,Corporate,Carrollton,Texas,Central,United States,75007,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,"10,368","0,2","3,6288",2,Xerox 206,Office Supplies,Paper
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"23,1","0,0","6,468",2,Newell 324,Office Supplies,Art
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"11,54","0,0","3,462",2,DAX Cubicle Frames - 8x10,Furniture,Furnishings
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"254,526","0,4","-93,3262",1,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"12,98","0,0","3,7642",1,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"26,432","0,2","8,9208",8,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"197,97","0,0","57,4113",3,Cisco SPA508G,Technology,Phones
